Format Version,1.21,Take Name,Take 2020-08-25 04.42.30 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2020-08-25 04.42.30 PM,Total Frames in Take,27713,Total Exported Frames,27713,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
324,2.700000,0.083090,0.003768,-0.069776,0.092886,0.244062,0.013624
325,2.708333,0.083091,0.003758,-0.069767,0.092887,0.244047,0.013636
326,2.716667,0.083089,0.003751,-0.069766,0.092887,0.244041,0.013635
327,2.725000,0.083091,0.003756,-0.069783,0.092892,0.244057,0.013599
328,2.733333,0.083092,0.003763,-0.069773,0.092890,0.244056,0.013620
329,2.741667,0.083088,0.003768,-0.069760,0.092886,0.244052,0.013649
330,2.750000,0.083088,0.003762,-0.069764,0.092886,0.244053,0.013632
331,2.758333,0.083090,0.003751,-0.069782,0.092885,0.244048,0.013618
332,2.766667,0.083085,0.003751,-0.069771,0.092880,0.244040,0.013634
333,2.775000,0.083088,0.003761,-0.069775,0.092883,0.244052,0.013637
334,2.783333,0.083093,0.003768,-0.069767,0.092893,0.244061,0.013621
335,2.791667,0.083091,0.003765,-0.069759,0.092893,0.244054,0.013634
336,2.800000,0.083089,0.003757,-0.069762,0.092887,0.244047,0.013630
337,2.808333,0.083089,0.003751,-0.069786,0.092886,0.244044,0.013621
338,2.816667,0.083086,0.003758,-0.069778,0.092884,0.244056,0.013616
339,2.825000,0.083087,0.003770,-0.069763,0.092884,0.244060,0.013636
340,2.833333,0.083090,0.003766,-0.069757,0.092886,0.244055,0.013638
341,2.841667,0.083090,0.003755,-0.069767,0.092888,0.244048,0.013625
342,2.850000,0.083088,0.003753,-0.069773,0.092887,0.244048,0.013618
343,2.858333,0.083089,0.003759,-0.069778,0.092888,0.244050,0.013623
344,2.866667,0.083093,0.003765,-0.069768,0.092892,0.244060,0.013618
345,2.875000,0.083091,0.003766,-0.069760,0.092890,0.244058,0.013633
346,2.883333,0.083087,0.003760,-0.069752,0.092883,0.244052,0.013635
347,2.891667,0.083086,0.003755,-0.069775,0.092882,0.244049,0.013618
348,2.900000,0.083086,0.003755,-0.069767,0.092883,0.244048,0.013621
349,2.908333,0.083089,0.003760,-0.069760,0.092885,0.244049,0.013635
350,2.916667,0.083092,0.003766,-0.069763,0.092890,0.244057,0.013629
351,2.925000,0.083094,0.003763,-0.069770,0.092892,0.244056,0.013631
352,2.933333,0.083089,0.003756,-0.069769,0.092889,0.244047,0.013626
353,2.941667,0.083089,0.003751,-0.069785,0.092886,0.244047,0.013620
354,2.950000,0.083088,0.003758,-0.069763,0.092885,0.244050,0.013632
355,2.958333,0.083088,0.003763,-0.069753,0.092885,0.244053,0.013637
356,2.966667,0.083089,0.003763,-0.069764,0.092885,0.244054,0.013632
357,2.975000,0.083090,0.003758,-0.069780,0.092885,0.244049,0.013631
358,2.983333,0.083087,0.003754,-0.069769,0.092887,0.244048,0.013620
359,2.991667,0.083089,0.003757,-0.069759,0.092889,0.244047,0.013630
360,3.000000,0.083091,0.003764,-0.069768,0.092891,0.244060,0.013615
361,3.008333,0.083092,0.003766,-0.069770,0.092888,0.244056,0.013633
362,3.016667,0.083089,0.003761,-0.069766,0.092885,0.244052,0.013627
363,3.025000,0.083086,0.003754,-0.069770,0.092883,0.244048,0.013621
364,3.033333,0.083089,0.003753,-0.069776,0.092884,0.244047,0.013626
365,3.041667,0.083090,0.003762,-0.069767,0.092885,0.244051,0.013637
366,3.050000,0.083091,0.003761,-0.069767,0.092890,0.244056,0.013616
367,3.058333,0.083091,0.003761,-0.069767,0.092890,0.244056,0.013616
368,3.066667,0.083088,0.003755,-0.069761,0.092886,0.244047,0.013628
369,3.075000,0.083090,0.003756,-0.069768,0.092887,0.244050,0.013622
370,3.083333,0.083091,0.003760,-0.069767,0.092886,0.244050,0.013635
371,3.091667,0.083088,0.003765,-0.069759,0.092886,0.244055,0.013633
372,3.100000,0.083089,0.003762,-0.069764,0.092885,0.244056,0.013619
373,3.108333,0.083090,0.003757,-0.069778,0.092886,0.244051,0.013618
374,3.116667,0.083089,0.003756,-0.069771,0.092887,0.244049,0.013625
375,3.125000,0.083090,0.003760,-0.069765,0.092887,0.244051,0.013625
376,3.133333,0.083091,0.003764,-0.069770,0.092889,0.244055,0.013630
377,3.141667,0.083091,0.003762,-0.069767,0.092888,0.244054,0.013627
378,3.150000,0.083089,0.003758,-0.069771,0.092887,0.244051,0.013623
379,3.158333,0.083088,0.003755,-0.069767,0.092887,0.244048,0.013622
380,3.166667,0.083089,0.003756,-0.069770,0.092886,0.244047,0.013631
381,3.175000,0.083089,0.003764,-0.069764,0.092886,0.244054,0.013629
382,3.183333,0.083090,0.003765,-0.069768,0.092887,0.244057,0.013624
383,3.191667,0.083089,0.003759,-0.069759,0.092887,0.244052,0.013623
384,3.200000,0.083088,0.003756,-0.069761,0.092888,0.244044,0.013633
385,3.208333,0.083090,0.003758,-0.069763,0.092888,0.244047,0.013632
386,3.216667,0.083090,0.003765,-0.069759,0.092887,0.244056,0.013619
387,3.225000,0.083090,0.003764,-0.069769,0.092887,0.244055,0.013628
388,3.233333,0.083089,0.003760,-0.069769,0.092885,0.244048,0.013633
389,3.241667,0.083090,0.003757,-0.069767,0.092883,0.244046,0.013632
390,3.250000,0.083089,0.003760,-0.069769,0.092885,0.244046,0.013630
391,3.258333,0.083089,0.003761,-0.069775,0.092888,0.244051,0.013628
392,3.266667,0.083091,0.003766,-0.069777,0.092887,0.244057,0.013630
393,3.275000,0.083092,0.003763,-0.069760,0.092888,0.244055,0.013627
394,3.283333,0.083088,0.003758,-0.069770,0.092885,0.244049,0.013625
395,3.291667,0.083090,0.003757,-0.069767,0.092888,0.244052,0.013620
396,3.300000,0.083090,0.003756,-0.069767,0.092889,0.244050,0.013619
397,3.308333,0.083087,0.003761,-0.069771,0.092886,0.244050,0.013629
398,3.316667,0.083092,0.003771,-0.069770,0.092886,0.244059,0.013639
399,3.325000,0.083092,0.003767,-0.069766,0.092886,0.244056,0.013634
400,3.333333,0.083086,0.003749,-0.069773,0.092882,0.244045,0.013614
401,3.341667,0.083090,0.003748,-0.069773,0.092887,0.244042,0.013624
402,3.350000,0.083093,0.003765,-0.069765,0.092894,0.244056,0.013633
403,3.358333,0.083092,0.003777,-0.069767,0.092888,0.244068,0.013633
404,3.366667,0.083095,0.003769,-0.069787,0.092885,0.244064,0.013616
405,3.375000,0.083090,0.003745,-0.069775,0.092883,0.244037,0.013621
406,3.383333,0.083085,0.003744,-0.069765,0.092886,0.244035,0.013629
407,3.391667,0.083090,0.003766,-0.069779,0.092889,0.244056,0.013631
408,3.400000,0.083093,0.003777,-0.069769,0.092888,0.244069,0.013626
409,3.408333,0.083090,0.003768,-0.069769,0.092883,0.244059,0.013630
410,3.416667,0.083088,0.003748,-0.069774,0.092886,0.244043,0.013618
411,3.425000,0.083088,0.003743,-0.069778,0.092892,0.244038,0.013614
412,3.433333,0.083090,0.003762,-0.069780,0.092890,0.244055,0.013623
413,3.441667,0.083092,0.003781,-0.069762,0.092886,0.244072,0.013632
414,3.450000,0.083091,0.003770,-0.069758,0.092886,0.244061,0.013632
415,3.458333,0.083086,0.003748,-0.069764,0.092885,0.244041,0.013621
416,3.466667,0.083086,0.003743,-0.069777,0.092885,0.244040,0.013615
417,3.475000,0.083089,0.003758,-0.069783,0.092886,0.244046,0.013634
418,3.483333,0.083094,0.003776,-0.069766,0.092890,0.244067,0.013633
419,3.491667,0.083088,0.003753,-0.069768,0.092888,0.244046,0.013627
420,3.500000,0.083088,0.003753,-0.069768,0.092888,0.244046,0.013627
421,3.508333,0.083089,0.003755,-0.069775,0.092883,0.244047,0.013623
422,3.516667,0.083089,0.003755,-0.069775,0.092883,0.244047,0.013623
423,3.525000,0.083090,0.003772,-0.069762,0.092887,0.244060,0.013642
424,3.533333,0.083090,0.003772,-0.069762,0.092887,0.244060,0.013642
425,3.541667,0.083090,0.003761,-0.069775,0.092887,0.244055,0.013626
426,3.550000,0.083087,0.003749,-0.069777,0.092884,0.244040,0.013629
427,3.558333,0.083090,0.003753,-0.069772,0.092886,0.244043,0.013627
428,3.566667,0.083093,0.003765,-0.069767,0.092892,0.244058,0.013621
429,3.575000,0.083090,0.003773,-0.069772,0.092889,0.244062,0.013634
430,3.583333,0.083089,0.003766,-0.069767,0.092886,0.244052,0.013642
431,3.591667,0.083086,0.003752,-0.069771,0.092883,0.244049,0.013615
432,3.600000,0.083084,0.003749,-0.069766,0.092877,0.244040,0.013630
433,3.608333,0.083089,0.003759,-0.069768,0.092883,0.244047,0.013637
434,3.616667,0.083091,0.003768,-0.069772,0.092891,0.244059,0.013638
435,3.625000,0.083092,0.003768,-0.069782,0.092893,0.244064,0.013621
436,3.633333,0.083089,0.003758,-0.069763,0.092887,0.244051,0.013623
437,3.641667,0.083089,0.003748,-0.069782,0.092886,0.244045,0.013618
438,3.650000,0.083087,0.003756,-0.069774,0.092887,0.244050,0.013620
439,3.658333,0.083089,0.003765,-0.069761,0.092885,0.244054,0.013635
440,3.666667,0.083088,0.003769,-0.069755,0.092884,0.244058,0.013637
441,3.675000,0.083089,0.003761,-0.069767,0.092882,0.244056,0.013627
442,3.683333,0.083090,0.003751,-0.069780,0.092885,0.244047,0.013615
443,3.691667,0.083090,0.003752,-0.069784,0.092890,0.244043,0.013624
444,3.700000,0.083091,0.003764,-0.069769,0.092892,0.244059,0.013618
445,3.708333,0.083093,0.003772,-0.069768,0.092891,0.244063,0.013629
446,3.716667,0.083091,0.003765,-0.069765,0.092885,0.244056,0.013630
447,3.725000,0.083086,0.003752,-0.069780,0.092880,0.244046,0.013624
448,3.733333,0.083084,0.003750,-0.069764,0.092881,0.244042,0.013625
449,3.741667,0.083088,0.003759,-0.069765,0.092884,0.244048,0.013637
450,3.750000,0.083092,0.003770,-0.069766,0.092888,0.244064,0.013624
451,3.758333,0.083092,0.003766,-0.069772,0.092891,0.244057,0.013630
452,3.766667,0.083089,0.003757,-0.069769,0.092891,0.244047,0.013629
453,3.775000,0.083093,0.003748,-0.069781,0.092891,0.244041,0.013619
454,3.783333,0.083079,0.003758,-0.069758,0.092882,0.244053,0.013618
455,3.791667,0.083090,0.003781,-0.069796,0.092885,0.244068,0.013642
456,3.800000,0.083110,0.003761,-0.069747,0.092884,0.244050,0.013638
457,3.808333,0.083053,0.003733,-0.069776,0.092863,0.244034,0.013604
458,3.816667,0.083091,0.003767,-0.069757,0.092899,0.244044,0.013660
459,3.825000,0.083118,0.003772,-0.069779,0.092911,0.244060,0.013635
460,3.833333,0.083065,0.003760,-0.069768,0.092864,0.244067,0.013592
461,3.841667,0.083089,0.003763,-0.069745,0.092889,0.244047,0.013648
462,3.850000,0.083112,0.003747,-0.069774,0.092911,0.244022,0.013668
463,3.858333,0.083060,0.003764,-0.069794,0.092860,0.244061,0.013604
464,3.866667,0.083082,0.003775,-0.069757,0.092872,0.244069,0.013622
465,3.875000,0.083111,0.003746,-0.069755,0.092906,0.244039,0.013639
466,3.883333,0.083074,0.003764,-0.069757,0.092873,0.244049,0.013649
467,3.891667,0.083087,0.003780,-0.069750,0.092881,0.244063,0.013638
468,3.900000,0.083101,0.003730,-0.069801,0.092914,0.244044,0.013563
469,3.908333,0.083085,0.003748,-0.069790,0.092884,0.244044,0.013616
470,3.916667,0.083091,0.003802,-0.069731,0.092870,0.244065,0.013709
471,3.925000,0.083093,0.003762,-0.069715,0.092898,0.244055,0.013634
472,3.933333,0.083082,0.003724,-0.069845,0.092888,0.244056,0.013517
473,3.941667,0.083079,0.003749,-0.069782,0.092860,0.244027,0.013658
474,3.950000,0.083083,0.003789,-0.069680,0.092882,0.244039,0.013735
475,3.958333,0.083105,0.003785,-0.069776,0.092918,0.244110,0.013547
476,3.966667,0.083097,0.003740,-0.069843,0.092889,0.244064,0.013549
477,3.975000,0.083069,0.003730,-0.069701,0.092858,0.243969,0.013762
478,3.983333,0.083090,0.003775,-0.069749,0.092899,0.244057,0.013646
479,3.991667,0.083100,0.003784,-0.069842,0.092904,0.244135,0.013481
480,4.000000,0.083079,0.003750,-0.069737,0.092856,0.244026,0.013681
481,4.008333,0.083090,0.003740,-0.069721,0.092876,0.243983,0.013766
482,4.016667,0.083095,0.003767,-0.069823,0.092912,0.244086,0.013553
483,4.025000,0.083077,0.003768,-0.069764,0.092885,0.244078,0.013569
484,4.033333,0.083090,0.003755,-0.069743,0.092871,0.244025,0.013684
485,4.041667,0.083104,0.003766,-0.069806,0.092897,0.244051,0.013649
486,4.050000,0.083083,0.003765,-0.069736,0.092894,0.244057,0.013631
487,4.058333,0.083078,0.003747,-0.069733,0.092877,0.244040,0.013621
488,4.066667,0.083089,0.003755,-0.069833,0.092871,0.244056,0.013594
489,4.075000,0.083090,0.003775,-0.069783,0.092878,0.244049,0.013671
490,4.083333,0.083091,0.003770,-0.069688,0.092892,0.244043,0.013679
491,4.091667,0.083094,0.003745,-0.069792,0.092900,0.244066,0.013563
492,4.100000,0.083090,0.003745,-0.069837,0.092888,0.244045,0.013605
493,4.108333,0.083086,0.003770,-0.069733,0.092879,0.244026,0.013711
494,4.116667,0.083090,0.003776,-0.069758,0.092886,0.244082,0.013593
495,4.125000,0.083090,0.003755,-0.069806,0.092889,0.244087,0.013536
496,4.133333,0.083086,0.003743,-0.069744,0.092880,0.244006,0.013707
497,4.141667,0.083084,0.003760,-0.069751,0.092877,0.244027,0.013686
498,4.150000,0.083089,0.003774,-0.069818,0.092892,0.244100,0.013532
499,4.158333,0.083091,0.003767,-0.069761,0.092895,0.244071,0.013593
500,4.166667,0.083090,0.003754,-0.069734,0.092884,0.244014,0.013710
501,4.175000,0.083092,0.003749,-0.069799,0.092891,0.244040,0.013628
502,4.183333,0.083090,0.003759,-0.069786,0.092893,0.244070,0.013579
503,4.191667,0.083081,0.003775,-0.069741,0.092877,0.244065,0.013627
504,4.200000,0.083086,0.003763,-0.069787,0.092874,0.244049,0.013641
505,4.208333,0.083094,0.003748,-0.069776,0.092888,0.244038,0.013638
506,4.216667,0.083089,0.003757,-0.069756,0.092894,0.244052,0.013622
507,4.225000,0.083087,0.003768,-0.069771,0.092890,0.244066,0.013604
508,4.233333,0.083093,0.003764,-0.069792,0.092885,0.244055,0.013618
509,4.241667,0.083088,0.003760,-0.069751,0.092884,0.244039,0.013655
510,4.250000,0.083086,0.003759,-0.069767,0.092890,0.244057,0.013613
511,4.258333,0.083089,0.003759,-0.069785,0.092890,0.244059,0.013601
512,4.266667,0.083089,0.003760,-0.069759,0.092877,0.244032,0.013669
513,4.275000,0.083084,0.003766,-0.069764,0.092876,0.244050,0.013641
514,4.283333,0.083090,0.003767,-0.069798,0.092895,0.244076,0.013575
515,4.291667,0.083095,0.003758,-0.069757,0.092899,0.244049,0.013627
516,4.300000,0.083090,0.003753,-0.069749,0.092885,0.244030,0.013670
517,4.308333,0.083089,0.003764,-0.069795,0.092882,0.244058,0.013616
518,4.316667,0.083088,0.003764,-0.069783,0.092889,0.244070,0.013588
519,4.325000,0.083083,0.003761,-0.069749,0.092884,0.244047,0.013644
520,4.333333,0.083088,0.003763,-0.069760,0.092883,0.244049,0.013658
521,4.341667,0.083094,0.003755,-0.069791,0.092886,0.244053,0.013618
522,4.350000,0.083088,0.003756,-0.069766,0.092884,0.244055,0.013609
523,4.358333,0.083086,0.003764,-0.069765,0.092887,0.244055,0.013625
524,4.366667,0.083091,0.003760,-0.069777,0.092897,0.244050,0.013632
525,4.375000,0.083095,0.003761,-0.069771,0.092892,0.244053,0.013630
526,4.383333,0.083088,0.003763,-0.069760,0.092881,0.244058,0.013618
527,4.391667,,,,,,
528,4.400000,0.083089,0.003755,-0.069779,0.092887,0.244046,0.013628
529,4.408333,0.083086,0.003756,-0.069780,0.092886,0.244053,0.013616
530,4.416667,0.083093,0.003767,-0.069777,0.092889,0.244063,0.013620
531,4.425000,0.083095,0.003771,-0.069753,0.092891,0.244056,0.013642
532,4.433333,0.083087,0.003755,-0.069774,0.092887,0.244046,0.013621
533,4.441667,0.083085,0.003748,-0.069796,0.092883,0.244045,0.013605
534,4.450000,0.083092,0.003775,-0.069750,0.092891,0.244063,0.013641
535,4.458333,0.083092,0.003775,-0.069750,0.092891,0.244063,0.013641
536,4.466667,0.083090,0.003764,-0.069774,0.092882,0.244059,0.013625
537,4.475000,0.083087,0.003749,-0.069784,0.092883,0.244049,0.013605
538,4.483333,0.083089,0.003762,-0.069778,0.092891,0.244054,0.013628
539,4.491667,0.083089,0.003762,-0.069778,0.092891,0.244054,0.013628
540,4.500000,0.083092,0.003764,-0.069764,0.092886,0.244055,0.013624
541,4.508333,0.083092,0.003764,-0.069764,0.092886,0.244055,0.013624
542,4.516667,0.083087,0.003758,-0.069776,0.092886,0.244050,0.013627
543,4.525000,0.083086,0.003757,-0.069784,0.092883,0.244050,0.013621
544,4.533333,0.083087,0.003754,-0.069767,0.092883,0.244048,0.013625
545,4.541667,0.083090,0.003762,-0.069764,0.092887,0.244056,0.013624
546,4.550000,0.083089,0.003768,-0.069763,0.092887,0.244059,0.013635
547,4.558333,0.083088,0.003763,-0.069758,0.092886,0.244052,0.013630
548,4.566667,0.083087,0.003753,-0.069776,0.092883,0.244050,0.013611
549,4.575000,0.083087,0.003751,-0.069774,0.092885,0.244046,0.013625
550,4.583333,0.083090,0.003752,-0.069760,0.092886,0.244041,0.013639
551,4.591667,0.083082,0.003743,-0.069710,0.092879,0.244026,0.013668
552,4.600000,0.083084,0.003741,-0.069860,0.092878,0.244079,0.013542
553,4.608333,0.083087,0.003722,-0.069808,0.092880,0.244037,0.013591
554,4.616667,0.083070,0.003751,-0.069738,0.092876,0.244053,0.013626
555,4.625000,0.083117,0.003747,-0.069925,0.092911,0.244103,0.013501
556,4.633333,0.083085,0.003753,-0.069811,0.092887,0.244080,0.013573
557,4.641667,0.083096,0.003757,-0.069779,0.092898,0.244068,0.013612
558,4.650000,0.083094,0.003729,-0.069787,0.092901,0.244052,0.013585
559,4.658333,0.083084,0.003758,-0.069768,0.092879,0.244058,0.013636
560,4.666667,0.083081,0.003747,-0.069760,0.092880,0.244053,0.013627
561,4.675000,0.083083,0.003731,-0.069776,0.092882,0.244038,0.013627
562,4.683333,0.083078,0.003758,-0.069775,0.092874,0.244059,0.013637
563,4.691667,0.083076,0.003752,-0.069737,0.092875,0.244045,0.013659
564,4.700000,0.083086,0.003742,-0.069765,0.092885,0.244050,0.013623
565,4.708333,0.083092,0.003741,-0.069789,0.092886,0.244048,0.013619
566,4.716667,0.083082,0.003743,-0.069741,0.092880,0.244034,0.013669
567,4.725000,0.083090,0.003757,-0.069763,0.092895,0.244065,0.013618
568,4.733333,0.083096,0.003758,-0.069830,0.092894,0.244083,0.013573
569,4.741667,0.083088,0.003737,-0.069779,0.092878,0.244039,0.013641
570,4.750000,0.083085,0.003734,-0.069749,0.092879,0.244028,0.013667
571,4.758333,0.083089,0.003747,-0.069790,0.092894,0.244064,0.013595
572,4.766667,0.083090,0.003749,-0.069787,0.092888,0.244061,0.013607
573,4.775000,0.083085,0.003751,-0.069766,0.092874,0.244043,0.013660
574,4.783333,0.083090,0.003749,-0.069789,0.092888,0.244060,0.013614
575,4.791667,0.083091,0.003739,-0.069790,0.092896,0.244058,0.013598
576,4.800000,0.083084,0.003740,-0.069747,0.092879,0.244038,0.013651
577,4.808333,0.083087,0.003753,-0.069778,0.092881,0.244051,0.013644
578,4.816667,0.083092,0.003753,-0.069778,0.092890,0.244061,0.013623
579,4.825000,0.083085,0.003745,-0.069767,0.092882,0.244050,0.013627
580,4.833333,0.083083,0.003743,-0.069766,0.092878,0.244044,0.013642
581,4.841667,0.083091,0.003746,-0.069796,0.092891,0.244054,0.013617
582,4.850000,0.083091,0.003749,-0.069770,0.092887,0.244048,0.013641
583,4.858333,0.083086,0.003753,-0.069751,0.092882,0.244057,0.013632
584,4.866667,0.083088,0.003746,-0.069786,0.092889,0.244054,0.013621
585,4.875000,0.083090,0.003737,-0.069781,0.092889,0.244037,0.013642
586,4.883333,0.083085,0.003745,-0.069772,0.092879,0.244051,0.013632
587,4.891667,0.083083,0.003757,-0.069775,0.092880,0.244067,0.013615
588,4.900000,0.083095,0.003750,-0.069780,0.092890,0.244060,0.013623
589,4.908333,0.083088,0.003740,-0.069773,0.092882,0.244039,0.013646
590,4.916667,0.083083,0.003737,-0.069780,0.092882,0.244044,0.013623
591,4.925000,0.083092,0.003749,-0.069779,0.092897,0.244059,0.013616
592,4.933333,0.083095,0.003759,-0.069784,0.092891,0.244065,0.013628
593,4.941667,0.083084,0.003750,-0.069776,0.092873,0.244052,0.013643
594,4.950000,0.083088,0.003735,-0.069788,0.092883,0.244043,0.013625
595,4.958333,0.083091,0.003737,-0.069790,0.092892,0.244045,0.013621
596,4.966667,0.083084,0.003755,-0.069770,0.092880,0.244060,0.013626
597,4.975000,0.083089,0.003757,-0.069771,0.092884,0.244062,0.013627
598,4.983333,0.083087,0.003740,-0.069785,0.092888,0.244048,0.013620
599,4.991667,0.083087,0.003740,-0.069785,0.092888,0.244048,0.013620
600,5.000000,0.083082,0.003737,-0.069773,0.092885,0.244040,0.013636
601,5.008333,0.083093,0.003747,-0.069787,0.092891,0.244054,0.013621
602,5.016667,0.083089,0.003756,-0.069783,0.092884,0.244071,0.013609
603,5.025000,0.083084,0.003753,-0.069765,0.092878,0.244055,0.013641
604,5.033333,0.083089,0.003739,-0.069779,0.092890,0.244044,0.013632
605,5.041667,0.083092,0.003736,-0.069803,0.092892,0.244049,0.013608
606,5.050000,0.083087,0.003746,-0.069789,0.092881,0.244054,0.013619
607,5.058333,0.083090,0.003758,-0.069760,0.092885,0.244063,0.013633
608,5.066667,0.083093,0.003752,-0.069775,0.092896,0.244064,0.013613
609,5.075000,0.083086,0.003741,-0.069783,0.092886,0.244052,0.013616
610,5.083333,0.083082,0.003740,-0.069769,0.092877,0.244043,0.013636
611,5.091667,0.083089,0.003745,-0.069777,0.092888,0.244057,0.013614
612,5.100000,0.083086,0.003750,-0.069767,0.092883,0.244053,0.013640
613,5.108333,0.083086,0.003750,-0.069767,0.092883,0.244053,0.013640
614,5.116667,0.083089,0.003746,-0.069783,0.092890,0.244052,0.013623
615,5.125000,0.083092,0.003741,-0.069789,0.092893,0.244054,0.013608
616,5.133333,0.083082,0.003747,-0.069760,0.092881,0.244053,0.013624
617,5.141667,0.083086,0.003751,-0.069771,0.092884,0.244054,0.013641
618,5.150000,0.083094,0.003746,-0.069787,0.092894,0.244056,0.013619
619,5.158333,0.083085,0.003745,-0.069776,0.092885,0.244053,0.013622
620,5.166667,0.083084,0.003746,-0.069768,0.092882,0.244050,0.013631
621,5.175000,0.083094,0.003748,-0.069788,0.092892,0.244057,0.013613
622,5.183333,0.083090,0.003746,-0.069791,0.092888,0.244061,0.013608
623,5.191667,0.083083,0.003745,-0.069761,0.092882,0.244051,0.013633
624,5.200000,0.083092,0.003747,-0.069773,0.092890,0.244049,0.013635
625,5.208333,0.083092,0.003750,-0.069800,0.092890,0.244063,0.013606
626,5.216667,0.083083,0.003750,-0.069779,0.092881,0.244056,0.013623
627,5.225000,0.083091,0.003739,-0.069766,0.092887,0.244042,0.013640
628,5.233333,0.083093,0.003742,-0.069778,0.092893,0.244049,0.013625
629,5.241667,0.083087,0.003753,-0.069757,0.092887,0.244054,0.013634
630,5.250000,0.083089,0.003748,-0.069761,0.092885,0.244052,0.013634
631,5.258333,0.083091,0.003742,-0.069792,0.092889,0.244053,0.013608
632,5.266667,0.083087,0.003747,-0.069763,0.092887,0.244047,0.013640
633,5.275000,0.083090,0.003750,-0.069755,0.092888,0.244047,0.013649
634,5.283333,0.083090,0.003744,-0.069774,0.092890,0.244056,0.013615
635,5.291667,0.083090,0.003745,-0.069779,0.092885,0.244051,0.013623
636,5.300000,0.083086,0.003749,-0.069741,0.092883,0.244044,0.013655
637,5.308333,0.083088,0.003748,-0.069764,0.092890,0.244057,0.013620
638,5.316667,0.083093,0.003745,-0.069795,0.092890,0.244061,0.013599
639,5.325000,0.083088,0.003742,-0.069765,0.092880,0.244038,0.013659
640,5.333333,0.083087,0.003749,-0.069758,0.092885,0.244043,0.013658
641,5.341667,0.083091,0.003752,-0.069793,0.092895,0.244068,0.013601
642,5.350000,0.083089,0.003744,-0.069783,0.092887,0.244052,0.013625
643,5.358333,0.083088,0.003744,-0.069759,0.092881,0.244037,0.013659
644,5.366667,0.083092,0.003746,-0.069777,0.092889,0.244051,0.013631
645,5.375000,0.083088,0.003746,-0.069771,0.092888,0.244058,0.013614
646,5.383333,0.083085,0.003742,-0.069761,0.092881,0.244043,0.013639
647,5.391667,0.083090,0.003750,-0.069776,0.092885,0.244050,0.013641
648,5.400000,0.083093,0.003757,-0.069765,0.092892,0.244057,0.013642
649,5.408333,0.083088,0.003743,-0.069754,0.092889,0.244047,0.013627
650,5.416667,0.083087,0.003735,-0.069777,0.092884,0.244042,0.013618
651,5.425000,0.083089,0.003747,-0.069780,0.092887,0.244044,0.013640
652,5.433333,0.083091,0.003759,-0.069750,0.092889,0.244055,0.013650
653,5.441667,0.083089,0.003755,-0.069761,0.092885,0.244064,0.013620
654,5.450000,0.083089,0.003734,-0.069778,0.092882,0.244044,0.013622
655,5.458333,0.083087,0.003734,-0.069763,0.092884,0.244030,0.013654
656,5.466667,0.083088,0.003753,-0.069762,0.092891,0.244056,0.013632
657,5.475000,0.083095,0.003760,-0.069782,0.092893,0.244076,0.013603
658,5.483333,0.083094,0.003746,-0.069778,0.092887,0.244051,0.013636
659,5.491667,0.083085,0.003735,-0.069753,0.092883,0.244031,0.013657
660,5.500000,0.083086,0.003737,-0.069779,0.092887,0.244045,0.013622
661,5.508333,0.083087,0.003750,-0.069774,0.092888,0.244060,0.013614
